Paths,Labels
Dataset\thin\016014.jpg,thin
Dataset\computer\008180.jpg,computer
Dataset\drink\011566.jpg,drink
Dataset\walk\017333.jpg,walk
Dataset\deaf\009529.jpg,deaf
Dataset\chair\006371.jpg,chair
Dataset\candy\004629.jpg,candy
Dataset\help\014479.jpg,help
Dataset\all\000442.jpg,all
Dataset\deaf\009795.jpg,deaf
Dataset\cousin\009047.jpg,cousin
Dataset\book\003831.jpg,book
Dataset\yes\021073.jpg,yes
Dataset\chair\006345.jpg,chair
Dataset\year\020171.jpg,year
Dataset\before\001959.jpg,before
Dataset\all\000156.jpg,all
Dataset\drink\010488.jpg,drink
Dataset\year\020449.jpg,year
Dataset\candy\004579.jpg,candy
Dataset\before\001090.jpg,before
Dataset\fine\012577.jpg,fine
Dataset\cousin\009123.jpg,cousin
Dataset\computer\007951.jpg,computer
Dataset\drink\011102.jpg,drink
Dataset\walk\018059.jpg,walk
Dataset\year\020274.jpg,year
Dataset\chair\006417.jpg,chair
Dataset\thin\016022.jpg,thin
Dataset\cousin\009088.jpg,cousin
Dataset\drink\011440.jpg,drink
Dataset\who\018711.jpg,who
Dataset\clothes\007097.jpg,clothes
Dataset\before\001099.jpg,before
Dataset\candy\005434.jpg,candy
Dataset\go\013231.jpg,go
Dataset\chair\006451.jpg,chair
Dataset\drink\012329.jpg,drink
Dataset\drink\010786.jpg,drink
Dataset\walk\018100.jpg,walk
Dataset\book\003349.jpg,book
Dataset\book\004080.jpg,book
Dataset\cousin\009178.jpg,cousin
Dataset\yes\021412.jpg,yes
Dataset\all\000588.jpg,all
Dataset\cousin\009347.jpg,cousin
Dataset\go\013270.jpg,go
Dataset\go\013538.jpg,go
Dataset\year\019690.jpg,year
Dataset\drink\010965.jpg,drink
Dataset\yes\021597.jpg,yes
Dataset\go\013676.jpg,go
Dataset\who\019375.jpg,who
Dataset\thin\016300.jpg,thin
Dataset\all\000646.jpg,all
Dataset\drink\011750.jpg,drink
Dataset\deaf\009588.jpg,deaf
Dataset\thin\016649.jpg,thin
Dataset\drink\011740.jpg,drink
Dataset\no\015037.jpg,no
Dataset\all\000227.jpg,all
Dataset\book\003865.jpg,book
Dataset\drink\010593.jpg,drink
Dataset\year\020647.jpg,year
Dataset\yes\021904.jpg,yes
Dataset\thin\016155.jpg,thin
Dataset\cousin\008439.jpg,cousin
Dataset\before\001530.jpg,before
Dataset\year\020066.jpg,year
Dataset\before\000924.jpg,before
Dataset\year\019650.jpg,year
Dataset\walk\017054.jpg,walk
Dataset\deaf\010103.jpg,deaf
Dataset\clothes\007184.jpg,clothes
Dataset\drink\012151.jpg,drink
Dataset\year\020930.jpg,year
Dataset\black\002592.jpg,black
Dataset\chair\005907.jpg,chair
Dataset\drink\011206.jpg,drink
Dataset\clothes\007134.jpg,clothes
Dataset\black\002308.jpg,black
Dataset\walk\017072.jpg,walk
Dataset\help\014204.jpg,help
Dataset\all\000613.jpg,all
Dataset\drink\011169.jpg,drink
Dataset\clothes\006630.jpg,clothes
Dataset\book\004136.jpg,book
Dataset\before\001899.jpg,before
Dataset\help\013938.jpg,help
Dataset\all\000283.jpg,all
Dataset\all\000259.jpg,all
Dataset\drink\011117.jpg,drink
Dataset\yes\021500.jpg,yes
Dataset\candy\004944.jpg,candy
Dataset\who\019207.jpg,who
Dataset\no\014722.jpg,no
Dataset\drink\011532.jpg,drink
Dataset\clothes\006972.jpg,clothes
Dataset\no\014890.jpg,no
Dataset\go\013522.jpg,go
Dataset\candy\005224.jpg,candy
Dataset\black\002286.jpg,black
Dataset\computer\008079.jpg,computer
Dataset\clothes\006711.jpg,clothes
Dataset\yes\021389.jpg,yes
Dataset\deaf\010404.jpg,deaf
Dataset\all\000476.jpg,all
Dataset\who\018940.jpg,who
Dataset\thin\016392.jpg,thin
Dataset\chair\006412.jpg,chair
Dataset\black\002552.jpg,black
Dataset\clothes\006853.jpg,clothes
Dataset\chair\005547.jpg,chair
Dataset\go\013490.jpg,go
Dataset\who\018811.jpg,who
Dataset\year\019958.jpg,year
Dataset\who\018659.jpg,who
Dataset\cousin\009204.jpg,cousin
Dataset\walk\017962.jpg,walk
Dataset\deaf\010184.jpg,deaf
Dataset\go\013566.jpg,go
Dataset\thin\016281.jpg,thin
Dataset\year\020324.jpg,year
Dataset\clothes\007194.jpg,clothes
Dataset\who\018490.jpg,who
Dataset\clothes\006824.jpg,clothes
Dataset\yes\021307.jpg,yes
Dataset\all\000782.jpg,all
Dataset\no\014940.jpg,no
Dataset\walk\018134.jpg,walk
Dataset\drink\010984.jpg,drink
Dataset\clothes\006520.jpg,clothes
Dataset\chair\005775.jpg,chair
Dataset\go\013172.jpg,go
Dataset\cousin\009284.jpg,cousin
Dataset\cousin\009370.jpg,cousin
Dataset\yes\021193.jpg,yes
Dataset\who\018709.jpg,who
Dataset\deaf\010272.jpg,deaf
Dataset\candy\005056.jpg,candy
Dataset\drink\010801.jpg,drink
Dataset\yes\021028.jpg,yes
Dataset\before\001728.jpg,before
Dataset\walk\016995.jpg,walk
Dataset\thin\016010.jpg,thin
Dataset\candy\004667.jpg,candy
Dataset\cousin\008536.jpg,cousin
Dataset\book\003751.jpg,book
Dataset\fine\012925.jpg,fine
Dataset\fine\012723.jpg,fine
Dataset\drink\011408.jpg,drink
Dataset\all\000098.jpg,all
Dataset\book\003138.jpg,book
Dataset\go\013369.jpg,go
Dataset\help\014358.jpg,help
Dataset\walk\017922.jpg,walk
Dataset\fine\013141.jpg,fine
Dataset\no\015178.jpg,no
Dataset\book\003649.jpg,book
Dataset\drink\010850.jpg,drink
Dataset\year\019651.jpg,year
Dataset\walk\017902.jpg,walk
Dataset\before\001634.jpg,before
Dataset\fine\012465.jpg,fine
Dataset\drink\011862.jpg,drink
Dataset\yes\021828.jpg,yes
Dataset\who\018475.jpg,who
Dataset\chair\006172.jpg,chair
Dataset\computer\007522.jpg,computer
Dataset\all\000573.jpg,all
Dataset\deaf\009880.jpg,deaf
Dataset\yes\021099.jpg,yes
Dataset\who\019447.jpg,who
Dataset\all\000598.jpg,all
Dataset\no\015353.jpg,no
Dataset\computer\007346.jpg,computer
Dataset\chair\006305.jpg,chair
Dataset\yes\021515.jpg,yes
Dataset\thin\016377.jpg,thin
Dataset\year\020019.jpg,year
Dataset\who\018323.jpg,who
Dataset\before\001754.jpg,before
Dataset\who\018746.jpg,who
Dataset\candy\005433.jpg,candy
Dataset\go\013184.jpg,go
Dataset\year\019903.jpg,year
Dataset\yes\021535.jpg,yes
Dataset\drink\011930.jpg,drink
Dataset\year\019630.jpg,year
Dataset\year\020494.jpg,year
Dataset\cousin\009136.jpg,cousin
Dataset\year\020785.jpg,year
Dataset\before\001172.jpg,before
Dataset\no\015563.jpg,no
Dataset\computer\007928.jpg,computer
Dataset\yes\021321.jpg,yes
Dataset\year\020923.jpg,year
Dataset\yes\021630.jpg,yes
Dataset\year\019923.jpg,year
Dataset\help\014532.jpg,help
Dataset\thin\015893.jpg,thin
Dataset\yes\021203.jpg,yes
Dataset\walk\017259.jpg,walk
Dataset\who\018682.jpg,who
Dataset\yes\021362.jpg,yes
Dataset\black\002644.jpg,black
Dataset\candy\005348.jpg,candy
Dataset\cousin\009033.jpg,cousin
Dataset\walk\016966.jpg,walk
Dataset\all\000205.jpg,all
Dataset\computer\007897.jpg,computer
Dataset\deaf\009834.jpg,deaf
Dataset\before\002015.jpg,before
Dataset\walk\017290.jpg,walk
Dataset\walk\017016.jpg,walk
Dataset\cousin\008462.jpg,cousin
Dataset\before\001975.jpg,before
Dataset\all\000163.jpg,all
Dataset\candy\004999.jpg,candy
Dataset\year\020111.jpg,year
Dataset\deaf\009558.jpg,deaf
Dataset\candy\004714.jpg,candy
Dataset\cousin\009068.jpg,cousin
Dataset\before\001432.jpg,before
Dataset\no\015262.jpg,no
Dataset\fine\012836.jpg,fine
Dataset\help\013976.jpg,help
Dataset\yes\021170.jpg,yes
Dataset\computer\007711.jpg,computer
Dataset\computer\007737.jpg,computer
Dataset\book\004284.jpg,book
Dataset\computer\007532.jpg,computer
Dataset\help\014140.jpg,help
Dataset\walk\017070.jpg,walk
Dataset\go\013494.jpg,go
Dataset\deaf\010054.jpg,deaf
Dataset\drink\010852.jpg,drink
Dataset\book\003385.jpg,book
Dataset\book\002840.jpg,book
Dataset\yes\021474.jpg,yes
Dataset\year\020217.jpg,year
Dataset\no\015079.jpg,no
Dataset\thin\015942.jpg,thin
Dataset\drink\010596.jpg,drink
Dataset\no\015434.jpg,no
Dataset\before\002097.jpg,before
Dataset\deaf\010196.jpg,deaf
Dataset\computer\008000.jpg,computer
Dataset\year\020602.jpg,year
Dataset\candy\005018.jpg,candy
Dataset\walk\017834.jpg,walk
Dataset\who\018995.jpg,who
Dataset\walk\018285.jpg,walk
Dataset\black\002758.jpg,black
Dataset\chair\006398.jpg,chair
Dataset\deaf\010078.jpg,deaf
Dataset\help\013931.jpg,help
Dataset\help\014083.jpg,help
Dataset\before\002098.jpg,before
Dataset\computer\008330.jpg,computer
Dataset\cousin\009029.jpg,cousin
Dataset\book\003472.jpg,book
Dataset\fine\012890.jpg,fine
Dataset\help\014473.jpg,help
Dataset\thin\016231.jpg,thin
Dataset\who\018556.jpg,who
Dataset\who\018510.jpg,who
Dataset\before\001734.jpg,before
Dataset\who\018395.jpg,who
Dataset\yes\021892.jpg,yes
Dataset\before\001284.jpg,before
Dataset\fine\012486.jpg,fine
Dataset\fine\012449.jpg,fine
Dataset\deaf\010029.jpg,deaf
Dataset\before\001020.jpg,before
Dataset\thin\016185.jpg,thin
Dataset\year\020408.jpg,year
Dataset\deaf\009519.jpg,deaf
Dataset\who\019195.jpg,who
Dataset\walk\017521.jpg,walk
Dataset\before\001652.jpg,before
Dataset\all\000831.jpg,all
Dataset\before\001170.jpg,before
Dataset\drink\010721.jpg,drink
Dataset\chair\006257.jpg,chair
Dataset\candy\005470.jpg,candy
Dataset\thin\016045.jpg,thin
Dataset\deaf\010259.jpg,deaf
Dataset\thin\016064.jpg,thin
Dataset\walk\017252.jpg,walk
Dataset\drink\011167.jpg,drink
Dataset\yes\021491.jpg,yes
Dataset\candy\005094.jpg,candy
Dataset\all\000542.jpg,all
Dataset\cousin\009325.jpg,cousin
Dataset\walk\017048.jpg,walk
Dataset\fine\012694.jpg,fine
Dataset\yes\021400.jpg,yes
Dataset\book\003391.jpg,book
Dataset\drink\012081.jpg,drink
Dataset\drink\011155.jpg,drink
Dataset\help\014227.jpg,help
Dataset\walk\016978.jpg,walk
Dataset\thin\016030.jpg,thin
Dataset\yes\022037.jpg,yes
Dataset\drink\010776.jpg,drink
Dataset\drink\011006.jpg,drink
Dataset\book\003960.jpg,book
Dataset\clothes\006644.jpg,clothes
Dataset\thin\016101.jpg,thin
Dataset\thin\016088.jpg,thin
Dataset\book\003587.jpg,book
Dataset\year\019908.jpg,year
Dataset\black\002564.jpg,black
Dataset\drink\010823.jpg,drink
Dataset\year\020962.jpg,year
Dataset\candy\005037.jpg,candy
Dataset\before\001081.jpg,before
Dataset\chair\005892.jpg,chair
Dataset\help\014538.jpg,help
Dataset\before\002024.jpg,before
Dataset\fine\013110.jpg,fine
Dataset\year\020990.jpg,year
Dataset\computer\007910.jpg,computer
Dataset\year\020699.jpg,year
Dataset\thin\016611.jpg,thin
Dataset\before\001014.jpg,before
Dataset\no\014872.jpg,no
Dataset\walk\018314.jpg,walk
Dataset\cousin\009236.jpg,cousin
Dataset\candy\005252.jpg,candy
Dataset\deaf\009597.jpg,deaf
Dataset\black\002180.jpg,black
Dataset\walk\017082.jpg,walk
Dataset\walk\017509.jpg,walk
Dataset\drink\012088.jpg,drink
Dataset\candy\005111.jpg,candy
Dataset\before\001779.jpg,before
Dataset\year\019802.jpg,year
Dataset\who\019019.jpg,who
Dataset\no\015380.jpg,no
Dataset\computer\007605.jpg,computer
Dataset\help\013945.jpg,help
Dataset\walk\017422.jpg,walk
Dataset\yes\021551.jpg,yes
Dataset\yes\022045.jpg,yes
Dataset\who\019034.jpg,who
Dataset\drink\010474.jpg,drink
Dataset\no\014934.jpg,no
Dataset\who\019364.jpg,who
Dataset\who\018932.jpg,who
Dataset\candy\005133.jpg,candy
Dataset\black\002160.jpg,black
Dataset\drink\011330.jpg,drink
Dataset\help\014043.jpg,help
Dataset\help\014567.jpg,help
Dataset\chair\006446.jpg,chair
Dataset\book\003968.jpg,book
Dataset\before\001429.jpg,before
Dataset\book\003082.jpg,book
Dataset\black\002521.jpg,black
Dataset\drink\011755.jpg,drink
Dataset\deaf\010048.jpg,deaf
Dataset\year\020011.jpg,year
Dataset\chair\006020.jpg,chair
Dataset\thin\016833.jpg,thin
Dataset\walk\016899.jpg,walk
Dataset\book\003728.jpg,book
Dataset\cousin\008554.jpg,cousin
Dataset\year\020939.jpg,year
Dataset\deaf\009497.jpg,deaf
Dataset\chair\006252.jpg,chair
Dataset\chair\005927.jpg,chair
Dataset\who\018845.jpg,who
Dataset\thin\016407.jpg,thin
Dataset\who\018451.jpg,who
Dataset\walk\018038.jpg,walk
Dataset\cousin\008895.jpg,cousin
Dataset\cousin\008707.jpg,cousin
Dataset\before\001377.jpg,before
Dataset\before\001725.jpg,before
Dataset\book\003755.jpg,book
Dataset\drink\010518.jpg,drink
Dataset\yes\021038.jpg,yes
Dataset\book\004083.jpg,book
Dataset\drink\011871.jpg,drink
Dataset\year\020363.jpg,year
Dataset\fine\012501.jpg,fine
Dataset\fine\013058.jpg,fine
Dataset\thin\016141.jpg,thin
Dataset\drink\010774.jpg,drink
Dataset\deaf\009952.jpg,deaf
Dataset\no\014572.jpg,no
Dataset\walk\017031.jpg,walk
Dataset\yes\021781.jpg,yes
Dataset\help\014216.jpg,help
Dataset\thin\015998.jpg,thin
Dataset\clothes\007166.jpg,clothes
Dataset\year\019809.jpg,year
Dataset\drink\011183.jpg,drink
Dataset\yes\021478.jpg,yes
Dataset\candy\004876.jpg,candy
Dataset\drink\010737.jpg,drink
Dataset\year\020543.jpg,year
Dataset\thin\015991.jpg,thin
Dataset\drink\012259.jpg,drink
Dataset\who\018545.jpg,who
Dataset\all\000686.jpg,all
Dataset\drink\011436.jpg,drink
Dataset\year\020374.jpg,year
Dataset\help\014292.jpg,help
Dataset\black\002462.jpg,black
Dataset\drink\012276.jpg,drink
Dataset\drink\011890.jpg,drink
Dataset\clothes\007129.jpg,clothes
Dataset\thin\016378.jpg,thin
Dataset\chair\005947.jpg,chair
Dataset\candy\004584.jpg,candy
Dataset\drink\012233.jpg,drink
Dataset\fine\013071.jpg,fine
Dataset\walk\016906.jpg,walk
Dataset\year\020931.jpg,year
Dataset\book\003984.jpg,book
Dataset\no\014687.jpg,no
Dataset\chair\006304.jpg,chair
Dataset\deaf\009909.jpg,deaf
Dataset\all\000781.jpg,all
Dataset\walk\017154.jpg,walk
Dataset\chair\005979.jpg,chair
Dataset\black\002197.jpg,black
Dataset\help\014090.jpg,help
Dataset\yes\021985.jpg,yes
Dataset\year\020264.jpg,year
Dataset\deaf\009833.jpg,deaf
Dataset\clothes\006980.jpg,clothes
Dataset\walk\018212.jpg,walk
Dataset\drink\011825.jpg,drink
Dataset\who\019394.jpg,who
Dataset\black\002377.jpg,black
Dataset\walk\017631.jpg,walk
Dataset\drink\011484.jpg,drink
Dataset\clothes\006512.jpg,clothes
Dataset\go\013280.jpg,go
Dataset\yes\021186.jpg,yes
Dataset\help\014474.jpg,help
Dataset\candy\005440.jpg,candy
Dataset\drink\010760.jpg,drink
Dataset\chair\006494.jpg,chair
Dataset\cousin\008965.jpg,cousin
Dataset\chair\005511.jpg,chair
Dataset\candy\005331.jpg,candy
Dataset\year\019972.jpg,year
Dataset\candy\004532.jpg,candy
Dataset\deaf\009867.jpg,deaf
Dataset\no\015588.jpg,no
Dataset\thin\016750.jpg,thin
Dataset\deaf\010143.jpg,deaf
Dataset\drink\012090.jpg,drink
Dataset\thin\016532.jpg,thin
Dataset\walk\018053.jpg,walk
Dataset\drink\011281.jpg,drink
Dataset\year\020838.jpg,year
Dataset\computer\007789.jpg,computer
Dataset\book\003457.jpg,book
Dataset\year\019656.jpg,year
Dataset\candy\004941.jpg,candy
Dataset\cousin\009224.jpg,cousin
Dataset\year\020896.jpg,year
Dataset\no\014917.jpg,no
Dataset\clothes\007100.jpg,clothes
Dataset\computer\008081.jpg,computer
Dataset\thin\016463.jpg,thin
Dataset\who\018632.jpg,who
Dataset\yes\022055.jpg,yes
Dataset\yes\021724.jpg,yes
Dataset\who\018664.jpg,who
Dataset\cousin\009313.jpg,cousin
Dataset\chair\006173.jpg,chair
Dataset\book\003632.jpg,book
Dataset\walk\016956.jpg,walk
Dataset\chair\006273.jpg,chair
Dataset\all\000393.jpg,all
Dataset\book\003192.jpg,book
Dataset\all\000017.jpg,all
Dataset\who\019057.jpg,who
Dataset\yes\021620.jpg,yes
Dataset\yes\021869.jpg,yes
Dataset\computer\007395.jpg,computer
Dataset\all\000594.jpg,all
Dataset\candy\004720.jpg,candy
Dataset\chair\005828.jpg,chair
Dataset\drink\010750.jpg,drink
Dataset\who\018740.jpg,who
Dataset\candy\004799.jpg,candy
Dataset\drink\010635.jpg,drink
Dataset\candy\004796.jpg,candy
Dataset\drink\011235.jpg,drink
Dataset\cousin\008657.jpg,cousin
Dataset\all\000164.jpg,all
Dataset\all\000672.jpg,all
Dataset\help\014309.jpg,help
Dataset\yes\021878.jpg,yes
Dataset\thin\016053.jpg,thin
Dataset\no\014829.jpg,no
Dataset\chair\005543.jpg,chair
Dataset\computer\007994.jpg,computer
Dataset\drink\010901.jpg,drink
Dataset\computer\007759.jpg,computer
Dataset\candy\004838.jpg,candy
Dataset\who\018678.jpg,who
Dataset\clothes\006549.jpg,clothes
Dataset\candy\004482.jpg,candy
Dataset\book\003717.jpg,book
Dataset\drink\010838.jpg,drink
Dataset\chair\006141.jpg,chair
Dataset\deaf\009957.jpg,deaf
Dataset\before\001550.jpg,before
Dataset\no\014819.jpg,no
Dataset\who\018429.jpg,who
Dataset\all\000768.jpg,all
Dataset\chair\005694.jpg,chair
Dataset\deaf\009701.jpg,deaf
Dataset\yes\022013.jpg,yes
Dataset\year\019687.jpg,year
Dataset\candy\004518.jpg,candy
Dataset\fine\012412.jpg,fine
Dataset\yes\021105.jpg,yes
Dataset\year\019909.jpg,year
Dataset\book\003293.jpg,book
Dataset\cousin\009012.jpg,cousin
Dataset\before\001404.jpg,before
Dataset\before\001383.jpg,before
Dataset\deaf\010341.jpg,deaf
Dataset\before\001639.jpg,before
Dataset\help\014084.jpg,help
Dataset\cousin\008801.jpg,cousin
Dataset\chair\006407.jpg,chair
Dataset\cousin\009075.jpg,cousin
Dataset\walk\017564.jpg,walk
Dataset\candy\005449.jpg,candy
Dataset\drink\012169.jpg,drink
Dataset\candy\005079.jpg,candy
Dataset\go\013565.jpg,go
Dataset\walk\017074.jpg,walk
Dataset\book\003851.jpg,book
Dataset\chair\006489.jpg,chair
Dataset\deaf\010146.jpg,deaf
Dataset\help\013829.jpg,help
Dataset\clothes\007155.jpg,clothes
Dataset\year\020319.jpg,year
Dataset\clothes\006611.jpg,clothes
Dataset\candy\005180.jpg,candy
Dataset\drink\012331.jpg,drink
Dataset\walk\018269.jpg,walk
Dataset\who\019104.jpg,who
Dataset\yes\021441.jpg,yes
Dataset\black\002495.jpg,black
Dataset\who\019421.jpg,who
Dataset\all\000846.jpg,all
Dataset\cousin\008735.jpg,cousin
Dataset\drink\011917.jpg,drink
Dataset\drink\011872.jpg,drink
Dataset\fine\012416.jpg,fine
Dataset\computer\007968.jpg,computer
Dataset\computer\007341.jpg,computer
Dataset\help\013892.jpg,help
Dataset\yes\021016.jpg,yes
Dataset\year\020144.jpg,year
Dataset\clothes\007138.jpg,clothes
Dataset\book\002965.jpg,book
Dataset\thin\015752.jpg,thin
Dataset\who\018914.jpg,who
Dataset\no\015477.jpg,no
Dataset\chair\005773.jpg,chair
Dataset\walk\017433.jpg,walk
Dataset\who\018345.jpg,who
Dataset\black\002531.jpg,black
Dataset\drink\011139.jpg,drink
Dataset\yes\022106.jpg,yes
Dataset\no\014717.jpg,no
Dataset\cousin\008430.jpg,cousin
Dataset\candy\004918.jpg,candy
Dataset\chair\005902.jpg,chair
Dataset\computer\008287.jpg,computer
Dataset\year\020511.jpg,year
Dataset\chair\005657.jpg,chair
Dataset\thin\016128.jpg,thin
Dataset\chair\005908.jpg,chair
Dataset\computer\007374.jpg,computer
Dataset\who\019363.jpg,who
Dataset\clothes\006722.jpg,clothes
Dataset\yes\021315.jpg,yes
Dataset\fine\012687.jpg,fine
Dataset\computer\008265.jpg,computer
Dataset\computer\007694.jpg,computer
Dataset\who\019523.jpg,who
Dataset\computer\008326.jpg,computer
Dataset\yes\022033.jpg,yes
Dataset\drink\012266.jpg,drink
Dataset\drink\011422.jpg,drink
Dataset\before\001827.jpg,before
Dataset\drink\012330.jpg,drink
Dataset\all\000561.jpg,all
Dataset\book\004108.jpg,book
Dataset\candy\005436.jpg,candy
Dataset\candy\004438.jpg,candy
Dataset\deaf\010383.jpg,deaf
Dataset\walk\017827.jpg,walk
Dataset\candy\004407.jpg,candy
Dataset\yes\021710.jpg,yes
Dataset\walk\018074.jpg,walk
Dataset\deaf\009918.jpg,deaf
Dataset\year\020999.jpg,year
Dataset\who\018881.jpg,who
Dataset\no\015097.jpg,no
Dataset\black\002818.jpg,black
Dataset\thin\016725.jpg,thin
Dataset\who\018793.jpg,who
Dataset\chair\005783.jpg,chair
Dataset\thin\016164.jpg,thin
Dataset\who\019170.jpg,who
Dataset\deaf\009716.jpg,deaf
Dataset\drink\010700.jpg,drink
Dataset\yes\021463.jpg,yes
Dataset\walk\017397.jpg,walk
Dataset\candy\004896.jpg,candy
Dataset\year\020417.jpg,year
Dataset\all\000149.jpg,all
Dataset\thin\016670.jpg,thin
Dataset\who\018753.jpg,who
Dataset\cousin\008556.jpg,cousin
Dataset\no\015464.jpg,no
Dataset\candy\004444.jpg,candy
Dataset\computer\007447.jpg,computer
Dataset\all\000237.jpg,all
Dataset\thin\015902.jpg,thin
Dataset\yes\021664.jpg,yes
Dataset\drink\010755.jpg,drink
Dataset\clothes\007124.jpg,clothes
Dataset\deaf\010124.jpg,deaf
Dataset\go\013712.jpg,go
Dataset\book\003084.jpg,book
Dataset\all\000633.jpg,all
Dataset\who\018878.jpg,who
Dataset\black\002666.jpg,black
Dataset\year\020416.jpg,year
Dataset\year\020320.jpg,year
Dataset\drink\010527.jpg,drink
Dataset\thin\015837.jpg,thin
Dataset\deaf\010061.jpg,deaf
Dataset\no\014789.jpg,no
Dataset\drink\012076.jpg,drink
Dataset\year\020387.jpg,year
Dataset\help\014110.jpg,help
Dataset\deaf\009687.jpg,deaf
Dataset\who\019202.jpg,who
